file,reason,confidence
curated\dapur\2023-10-25_Cy0h6SIR0kj\daikuinterior_Cy0h6SIR0kj_3.jpg,cad-3d,0.6499
curated\dapur\2023-10-25_Cy0h6SIR0kj\daikuinterior_Cy0h6SIR0kj_5.jpg,cad-3d,0.5592
curated\dapur\2023-11-09_CzaXI0OxVAt\daikuinterior_CzaXI0OxVAt_2.jpg,cad-3d,0.6033
curated\dapur\2023-12-15_C03dK4Gx7HG\daikuinterior_C03dK4Gx7HG_3.jpg,cad-3d,0.5841
curated\dapur\2024-01-06_C1ve_1Sxijq\daikuinterior_C1ve_1Sxijq_5.jpg,cad-3d,0.9997
curated\dapur\2024-01-06_C1ve_1Sxijq\daikuinterior_C1ve_1Sxijq_6.jpg,cad-3d,0.9996
curated\dapur\2024-01-27_C2lhU1GxuWT\daikuinterior_C2lhU1GxuWT_9.jpg,cad-3d,0.7446
curated\dapur\2024-02-21_C3mqfspxelj\daikuinterior_C3mqfspxelj_2.jpg,cad-3d,0.5504
curated\dapur\2024-02-28_C34Kb0Wxppr\daikuinterior_C34Kb0Wxppr_3.jpg,cad-3d,0.6379
curated\dapur\2024-02-28_C34Kb0Wxppr\daikuinterior_C34Kb0Wxppr_7.jpg,cad-3d,0.6028
curated\dapur\2024-03-22_C4zIs_NvrJp\daikuinterior_C4zIs_NvrJp_2.jpg,cad-3d,0.749
curated\dapur\2024-03-22_C4zIs_NvrJp\daikuinterior_C4zIs_NvrJp_3.jpg,cad-3d,0.8239
curated\dapur\2024-03-22_C4zIs_NvrJp\daikuinterior_C4zIs_NvrJp_4.jpg,cad-3d,0.5996
curated\dapur\2024-10-28_DBqWFoaxcSu\daikuinterior_DBqWFoaxcSu_2.jpg,cad-3d,0.9213
curated\dapur\2024-10-28_DBqWFoaxcSu\daikuinterior_DBqWFoaxcSu_6.jpg,cad-3d,0.552
curated\dapur\2024-11-28_DC52uy3TtL7\daikuinterior_DC52uy3TtL7_0.jpg,cad-3d,0.7403
curated\dapur\2024-11-28_DC52uy3TtL7\daikuinterior_DC52uy3TtL7_1.jpg,cad-3d,0.8052
curated\dapur\2024-11-28_DC52uy3TtL7\daikuinterior_DC52uy3TtL7_2.jpg,cad-3d,0.5612
curated\dapur\2025-06-10_DKtD2-yRhyZ\daikuinterior_DKtD2-yRhyZ_0.jpg,cad-3d,0.5328
curated\dapur\2025-06-10_DKtD2-yRhyZ\daikuinterior_DKtD2-yRhyZ_1.jpg,cad-3d,0.6543
curated\dapur\2025-06-10_DKtD2-yRhyZ\daikuinterior_DKtD2-yRhyZ_2.jpg,cad-3d,0.9408
curated\dapur\2025-06-21_DLKQQeQxomB\daikuinterior_DLKQQeQxomB_0.jpg,cad-3d,0.5429
curated\dapur\2025-06-21_DLKQQeQxomB\daikuinterior_DLKQQeQxomB_1.jpg,cad-3d,0.7714
curated\dapur\2025-07-01_DLjaJ-Xxmv8\daikuinterior_DLjaJ-Xxmv8_0.jpg,cad-3d,0.7506
curated\dapur\2025-07-01_DLjaJ-Xxmv8\daikuinterior_DLjaJ-Xxmv8_3.jpg,cad-3d,0.6104
curated\dapur\2025-11-07_DQv156Zk5p4\daikuinterior_DQv156Zk5p4_1.jpg,promotional,0.5604
curated\dapur\2025-11-19_DROwZdLE9GR\daikuinterior_DROwZdLE9GR_1.jpg,promotional,0.7698
curated\dapur\2025-11-21_DRT58zdk9MY\daikuinterior_DRT58zdk9MY_0.jpg,cad-3d,0.6678
curated\dapur\2025-11-21_DRT58zdk9MY\daikuinterior_DRT58zdk9MY_1.jpg,promotional,0.5319
curated\dapur\2026-01-27_DUAbMWsE-9t\daikuinterior_DUAbMWsE-9t_0.jpg,cad-3d,0.6519
curated\dapur\2026-01-27_DUAbMWsE-9t\daikuinterior_DUAbMWsE-9t_1.jpg,promotional,0.7053
curated\dapur\2026-02-21_DVAzDfhE_Nf\daikuinterior_DVAzDfhE_Nf_3.jpg,promotional,0.5419
curated\dapur\2026-03-04_DVdH0iOk8u5\daikuinterior_DVdH0iOk8u5_1.jpg,cad-3d,0.7323
curated\dapur\2026-03-09_DVp_2cIE0DT\daikuinterior_DVp_2cIE0DT_1.jpg,cad-3d,0.7347
curated\dapur\2026-03-09_DVp_2cIE0DT\daikuinterior_DVp_2cIE0DT_2.jpg,cad-3d,0.5486
curated\dapur\2026-03-09_DVp_2cIE0DT\daikuinterior_DVp_2cIE0DT_3.jpg,cad-3d,0.8109
curated\dapur\2026-03-14_DV232DrExXA\daikuinterior_DV232DrExXA_1.jpg,cad-3d,0.7748
curated\dapur\2026-03-16_DV8Ah2jE2AQ\daikuinterior_DV8Ah2jE2AQ_2.jpg,cad-3d,0.7533
curated\eksterior\2022-05-25_Cd9pj4ypvTl\daikuinterior_Cd9pj4ypvTl_3.jpg,cad-3d,0.6318
curated\eksterior\2022-05-28_CeFTFQjJ88k\daikuinterior_CeFTFQjJ88k_0.jpg,cad-3d,0.9824
curated\eksterior\2022-05-28_CeFTFQjJ88k\daikuinterior_CeFTFQjJ88k_1.jpg,cad-3d,0.9968
curated\eksterior\2022-05-28_CeFTFQjJ88k\daikuinterior_CeFTFQjJ88k_2.jpg,cad-3d,0.9903
curated\eksterior\2022-05-28_CeFTFQjJ88k\daikuinterior_CeFTFQjJ88k_3.jpg,cad-3d,0.9862
curated\eksterior\2022-05-28_CeFTFQjJ88k\daikuinterior_CeFTFQjJ88k_4.jpg,cad-3d,0.9916
curated\eksterior\2022-05-28_CeFTFQjJ88k\daikuinterior_CeFTFQjJ88k_5.jpg,cad-3d,0.9951
curated\eksterior\2022-05-28_CeGVM5TJcog\daikuinterior_CeGVM5TJcog_3.jpg,cad-3d,0.5813
curated\eksterior\2022-06-29_CfXrf-xpZxi\daikuinterior_CfXrf-xpZxi_0.jpg,cad-3d,0.9731
curated\eksterior\2022-06-29_CfXrf-xpZxi\daikuinterior_CfXrf-xpZxi_1.jpg,cad-3d,0.9941
curated\eksterior\2022-06-29_CfXrf-xpZxi\daikuinterior_CfXrf-xpZxi_2.jpg,cad-3d,0.9883
curated\eksterior\2022-06-29_CfXrf-xpZxi\daikuinterior_CfXrf-xpZxi_3.jpg,cad-3d,0.9787
curated\eksterior\2022-06-29_CfXrf-xpZxi\daikuinterior_CfXrf-xpZxi_4.jpg,cad-3d,0.9707
curated\eksterior\2022-06-29_CfYubCjJycE\daikuinterior_CfYubCjJycE_0.jpg,cad-3d,0.9741
curated\eksterior\2022-06-29_CfYubCjJycE\daikuinterior_CfYubCjJycE_2.jpg,cad-3d,0.9256
curated\eksterior\2022-06-29_CfYubCjJycE\daikuinterior_CfYubCjJycE_3.jpg,cad-3d,0.9476
curated\eksterior\2023-03-31_Cqc_kb1JUgd\daikuinterior_Cqc_kb1JUgd_0.jpg,cad-3d,0.9953
curated\eksterior\2023-03-31_Cqc_kb1JUgd\daikuinterior_Cqc_kb1JUgd_1.jpg,cad-3d,0.9801
curated\eksterior\2023-06-22_Ctx0NnNxhwT\daikuinterior_Ctx0NnNxhwT_3.jpg,cad-3d,0.7883
curated\eksterior\2023-08-11_CvzarOpRRb6\daikuinterior_CvzarOpRRb6_0.jpg,cad-3d,0.8441
curated\eksterior\2023-08-11_CvzarOpRRb6\daikuinterior_CvzarOpRRb6_1.jpg,cad-3d,0.9894
curated\eksterior\2023-08-11_CvzarOpRRb6\daikuinterior_CvzarOpRRb6_2.jpg,cad-3d,0.7813
curated\eksterior\2023-08-11_CvzarOpRRb6\daikuinterior_CvzarOpRRb6_3.jpg,cad-3d,0.8343
curated\eksterior\2023-09-25_CxnAEcIR5pB\daikuinterior_CxnAEcIR5pB_0.jpg,cad-3d,0.9945
curated\eksterior\2023-09-25_CxnAEcIR5pB\daikuinterior_CxnAEcIR5pB_1.jpg,cad-3d,0.9913
curated\eksterior\2023-09-25_CxnAEcIR5pB\daikuinterior_CxnAEcIR5pB_2.jpg,cad-3d,0.9793
curated\eksterior\2023-09-25_CxnAEcIR5pB\daikuinterior_CxnAEcIR5pB_4.jpg,cad-3d,0.7401
curated\eksterior\2023-09-25_CxnAOUnR6uT\daikuinterior_CxnAOUnR6uT_0.jpg,cad-3d,0.9962
curated\eksterior\2023-09-25_CxnAOUnR6uT\daikuinterior_CxnAOUnR6uT_1.jpg,cad-3d,0.9899
curated\eksterior\2023-09-25_CxnAOUnR6uT\daikuinterior_CxnAOUnR6uT_2.jpg,cad-3d,0.9849
curated\eksterior\2023-09-25_CxnAOUnR6uT\daikuinterior_CxnAOUnR6uT_3.jpg,cad-3d,0.7892
curated\eksterior\2023-10-06_CyDKQTpRLAw\daikuinterior_CyDKQTpRLAw_0.jpg,cad-3d,0.9344
curated\eksterior\2023-10-06_CyDKQTpRLAw\daikuinterior_CyDKQTpRLAw_1.jpg,cad-3d,0.9509
curated\eksterior\2023-10-06_CyDKScpR_rF\daikuinterior_CyDKScpR_rF_0.jpg,cad-3d,0.9571
curated\eksterior\2023-10-06_CyDKScpR_rF\daikuinterior_CyDKScpR_rF_1.jpg,cad-3d,0.9729
curated\eksterior\2023-10-11_CyQdtPFRNNO\daikuinterior_CyQdtPFRNNO_0.jpg,cad-3d,0.5314
curated\eksterior\2023-10-18_CyiA-qDxFJu\daikuinterior_CyiA-qDxFJu_0.jpg,cad-3d,0.909
curated\eksterior\2023-10-18_CyiA-qDxFJu\daikuinterior_CyiA-qDxFJu_1.jpg,cad-3d,0.9781
curated\eksterior\2023-10-18_CyiA-qDxFJu\daikuinterior_CyiA-qDxFJu_2.jpg,cad-3d,0.9597
curated\eksterior\2023-10-18_CyiA-qDxFJu\daikuinterior_CyiA-qDxFJu_3.jpg,cad-3d,0.9937
curated\eksterior\2023-10-18_CyiAzJmRvvv\daikuinterior_CyiAzJmRvvv_0.jpg,cad-3d,0.9945
curated\eksterior\2023-10-18_CyiAzJmRvvv\daikuinterior_CyiAzJmRvvv_1.jpg,cad-3d,0.9743
curated\eksterior\2023-10-18_CyiAzJmRvvv\daikuinterior_CyiAzJmRvvv_2.jpg,cad-3d,0.9958
curated\eksterior\2023-10-18_CyiAzJmRvvv\daikuinterior_CyiAzJmRvvv_3.jpg,cad-3d,0.9946
curated\eksterior\2023-10-18_CyiBCjlRGRy\daikuinterior_CyiBCjlRGRy_0.jpg,cad-3d,0.9833
curated\eksterior\2023-10-18_CyiBCjlRGRy\daikuinterior_CyiBCjlRGRy_1.jpg,cad-3d,0.9852
curated\eksterior\2023-10-18_CyiBCjlRGRy\daikuinterior_CyiBCjlRGRy_2.jpg,cad-3d,0.9304
curated\eksterior\2023-10-18_CyiBCjlRGRy\daikuinterior_CyiBCjlRGRy_3.jpg,cad-3d,0.9419
curated\eksterior\2023-12-04_C0awKtvR56g\daikuinterior_C0awKtvR56g_0.jpg,cad-3d,0.9985
curated\eksterior\2023-12-04_C0awKtvR56g\daikuinterior_C0awKtvR56g_1.jpg,cad-3d,0.9873
curated\eksterior\2023-12-04_C0awKtvR56g\daikuinterior_C0awKtvR56g_2.jpg,cad-3d,0.9977
curated\eksterior\2023-12-05_C0deu9pRsG4\daikuinterior_C0deu9pRsG4_0.jpg,cad-3d,0.9943
curated\eksterior\2023-12-05_C0deu9pRsG4\daikuinterior_C0deu9pRsG4_2.jpg,cad-3d,0.9849
curated\eksterior\2023-12-05_C0deu9pRsG4\daikuinterior_C0deu9pRsG4_3.jpg,cad-3d,0.9635
curated\eksterior\2023-12-05_C0deu9pRsG4\daikuinterior_C0deu9pRsG4_4.jpg,cad-3d,0.9492
curated\eksterior\2023-12-20_C1DuPPSRX0C\daikuinterior_C1DuPPSRX0C_0.jpg,cad-3d,0.7291
curated\eksterior\2023-12-20_C1DuPPSRX0C\daikuinterior_C1DuPPSRX0C_1.jpg,cad-3d,0.9205
curated\eksterior\2023-12-20_C1DuPPSRX0C\daikuinterior_C1DuPPSRX0C_2.jpg,cad-3d,0.6558
curated\eksterior\2023-12-20_C1DuPPSRX0C\daikuinterior_C1DuPPSRX0C_3.jpg,cad-3d,0.8267
curated\eksterior\2023-12-20_C1DuPPSRX0C\daikuinterior_C1DuPPSRX0C_4.jpg,cad-3d,0.7278
curated\eksterior\2023-12-28_C1YcetuRFgg\daikuinterior_C1YcetuRFgg_0.jpg,cad-3d,0.9802
curated\eksterior\2023-12-28_C1YcetuRFgg\daikuinterior_C1YcetuRFgg_1.jpg,cad-3d,0.98
curated\eksterior\2023-12-28_C1YcetuRFgg\daikuinterior_C1YcetuRFgg_2.jpg,cad-3d,0.8405
curated\eksterior\2023-12-28_C1YcetuRFgg\daikuinterior_C1YcetuRFgg_3.jpg,cad-3d,0.9182
curated\eksterior\2024-02-23_C3r1ShmxLE8\daikuinterior_C3r1ShmxLE8_0.jpg,cad-3d,0.9419
curated\eksterior\2024-02-23_C3r1ShmxLE8\daikuinterior_C3r1ShmxLE8_1.jpg,cad-3d,0.9603
curated\eksterior\2024-02-24_C3uJHJaxy8Q\daikuinterior_C3uJHJaxy8Q_0.jpg,cad-3d,0.9078
curated\eksterior\2024-02-24_C3uJHJaxy8Q\daikuinterior_C3uJHJaxy8Q_2.jpg,cad-3d,0.5767
curated\eksterior\2024-02-24_C3uJHJaxy8Q\daikuinterior_C3uJHJaxy8Q_3.jpg,cad-3d,0.9445
curated\eksterior\2024-02-24_C3uJHJaxy8Q\daikuinterior_C3uJHJaxy8Q_4.jpg,line-drawing,0.7415
curated\eksterior\2024-02-24_C3uJHJaxy8Q\daikuinterior_C3uJHJaxy8Q_5.jpg,cad-3d,0.9915
curated\eksterior\2024-02-24_C3uJHJaxy8Q\daikuinterior_C3uJHJaxy8Q_6.jpg,cad-3d,0.9861
curated\eksterior\2024-06-13_C8JFtAmx2km\daikuinterior_C8JFtAmx2km_0.jpg,cad-3d,0.9785
curated\eksterior\2024-06-13_C8JFtAmx2km\daikuinterior_C8JFtAmx2km_1.jpg,cad-3d,0.949
curated\eksterior\2024-06-13_C8JFtAmx2km\daikuinterior_C8JFtAmx2km_2.jpg,cad-3d,0.9596
curated\eksterior\2024-06-13_C8JFtAmx2km\daikuinterior_C8JFtAmx2km_3.jpg,cad-3d,0.9898
curated\eksterior\2024-06-13_C8JFtAmx2km\daikuinterior_C8JFtAmx2km_4.jpg,cad-3d,0.8917
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_0.jpg,cad-3d,0.9904
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_1.jpg,cad-3d,0.9991
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_2.jpg,cad-3d,0.9882
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_3.jpg,cad-3d,0.9675
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_4.jpg,cad-3d,0.995
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_5.jpg,cad-3d,0.9886
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_6.jpg,cad-3d,0.966
curated\eksterior\2024-09-10_C_uw1EbzQ7b\daikuinterior_C_uw1EbzQ7b_7.jpg,cad-3d,0.9914
curated\eksterior\2025-11-01_DQgaBnJkxg7\daikuinterior_DQgaBnJkxg7_0.jpg,line-drawing,0.7167
curated\eksterior\2025-12-23_DSmTdLDk0oq\daikuinterior_DSmTdLDk0oq_0.jpg,line-drawing,0.8552
curated\eksterior\2026-01-28_DUDBmRCE2G9\daikuinterior_DUDBmRCE2G9_0.jpg,line-drawing,0.6943
curated\eksterior\2026-03-21_DWJisTHkzZQ\daikuinterior_DWJisTHkzZQ_0.jpg,cad-3d,0.9004
curated\eksterior\2026-03-21_DWJisTHkzZQ\daikuinterior_DWJisTHkzZQ_1.jpg,cad-3d,0.9928
curated\furnitur-detail\2022-02-05_CZlLnHmpfrR\daikuinterior_CZlLnHmpfrR_0.jpg,cad-3d,0.8697
curated\furnitur-detail\2022-02-05_CZlLnHmpfrR\daikuinterior_CZlLnHmpfrR_1.jpg,cad-3d,0.77
curated\furnitur-detail\2022-02-05_CZlLnHmpfrR\daikuinterior_CZlLnHmpfrR_2.jpg,cad-3d,0.8069
curated\furnitur-detail\2022-03-24_CbeT_iXJlXq\daikuinterior_CbeT_iXJlXq_2.jpg,cad-3d,0.6563
curated\furnitur-detail\2022-03-24_CbeT_iXJlXq\daikuinterior_CbeT_iXJlXq_3.jpg,cad-3d,0.6624
curated\furnitur-detail\2022-03-24_CbeT_iXJlXq\daikuinterior_CbeT_iXJlXq_4.jpg,cad-3d,0.8642
curated\furnitur-detail\2022-03-26_CbjHxyup0Dp\daikuinterior_CbjHxyup0Dp_0.jpg,cad-3d,0.6064
curated\furnitur-detail\2022-03-26_CbjHxyup0Dp\daikuinterior_CbjHxyup0Dp_1.jpg,cad-3d,0.7835
curated\furnitur-detail\2022-04-04_Cb6l2zfB75K\daikuinterior_Cb6l2zfB75K_1.jpg,cad-3d,0.8448
curated\furnitur-detail\2022-04-04_Cb6l2zfB75K\daikuinterior_Cb6l2zfB75K_2.jpg,cad-3d,0.6637
curated\furnitur-detail\2022-04-04_Cb6l2zfB75K\daikuinterior_Cb6l2zfB75K_3.jpg,cad-3d,0.9059
curated\furnitur-detail\2022-04-04_Cb6l2zfB75K\daikuinterior_Cb6l2zfB75K_5.jpg,cad-3d,0.9047
curated\furnitur-detail\2022-04-04_Cb6l2zfB75K\daikuinterior_Cb6l2zfB75K_6.jpg,cad-3d,0.9468
curated\furnitur-detail\2022-04-04_Cb6lPm2h2pW\daikuinterior_Cb6lPm2h2pW_3.jpg,promotional,0.8685
curated\furnitur-detail\2022-05-27_CeDMxgvJtJX\daikuinterior_CeDMxgvJtJX_1.jpg,cad-3d,0.953
curated\furnitur-detail\2022-05-27_CeDMxgvJtJX\daikuinterior_CeDMxgvJtJX_2.jpg,cad-3d,0.7326
curated\furnitur-detail\2022-05-27_CeDMxgvJtJX\daikuinterior_CeDMxgvJtJX_3.jpg,cad-3d,0.5773
curated\furnitur-detail\2022-07-07_CftEB4cJPgN\daikuinterior_CftEB4cJPgN_0.jpg,cad-3d,0.693
curated\furnitur-detail\2022-07-07_CftEB4cJPgN\daikuinterior_CftEB4cJPgN_1.jpg,cad-3d,0.5269
curated\furnitur-detail\2022-08-05_Cg3MaW4pbxA\daikuinterior_Cg3MaW4pbxA_5.jpg,cad-3d,0.6007
curated\furnitur-detail\2022-08-05_Cg3MaW4pbxA\daikuinterior_Cg3MaW4pbxA_6.jpg,cad-3d,0.5315
curated\furnitur-detail\2022-08-09_ChCdUeDJ3l5\daikuinterior_ChCdUeDJ3l5_0.jpg,cad-3d,0.878
curated\furnitur-detail\2022-08-09_ChCdUeDJ3l5\daikuinterior_ChCdUeDJ3l5_1.jpg,cad-3d,0.9651
curated\furnitur-detail\2022-08-09_ChCdUeDJ3l5\daikuinterior_ChCdUeDJ3l5_2.jpg,cad-3d,0.8836
curated\furnitur-detail\2022-08-29_Ch0_a7cJ_3y\daikuinterior_Ch0_a7cJ_3y_4.jpg,cad-3d,0.726
curated\furnitur-detail\2022-10-10_CjhE03xpNGs\daikuinterior_CjhE03xpNGs_1.jpg,cad-3d,0.5267
curated\furnitur-detail\2022-12-24_CmiT0s7pU0D\daikuinterior_CmiT0s7pU0D_1.jpg,cad-3d,0.5583
curated\furnitur-detail\2023-01-18_Cniy8Qrpk7d\daikuinterior_Cniy8Qrpk7d_0.jpg,cad-3d,0.9893
curated\furnitur-detail\2023-01-18_Cniy8Qrpk7d\daikuinterior_Cniy8Qrpk7d_1.jpg,cad-3d,0.997
curated\furnitur-detail\2023-01-18_Cniy8Qrpk7d\daikuinterior_Cniy8Qrpk7d_2.jpg,cad-3d,0.9978
curated\furnitur-detail\2023-01-24_Cny492EpLzS\daikuinterior_Cny492EpLzS_0.jpg,cad-3d,0.6931
curated\furnitur-detail\2023-01-24_Cny492EpLzS\daikuinterior_Cny492EpLzS_1.jpg,cad-3d,0.7604
curated\furnitur-detail\2023-02-21_Co7bgLUpLrw\daikuinterior_Co7bgLUpLrw_0.webp,cad-3d,0.8857
curated\furnitur-detail\2023-02-21_Co7bgLUpLrw\daikuinterior_Co7bgLUpLrw_1.webp,cad-3d,0.9546
curated\furnitur-detail\2023-02-21_Co7bgLUpLrw\daikuinterior_Co7bgLUpLrw_2.webp,cad-3d,0.9843
curated\furnitur-detail\2023-02-21_Co7bgLUpLrw\daikuinterior_Co7bgLUpLrw_3.webp,cad-3d,0.9982
curated\furnitur-detail\2023-02-21_Co7bgLUpLrw\daikuinterior_Co7bgLUpLrw_4.webp,cad-3d,0.9975
curated\furnitur-detail\2023-02-21_Co7bgLUpLrw\daikuinterior_Co7bgLUpLrw_5.webp,cad-3d,0.9957
curated\furnitur-detail\2023-03-24_CqKis3eJ1lZ\daikuinterior_CqKis3eJ1lZ_0.jpg,cad-3d,0.9223
curated\furnitur-detail\2023-03-24_CqKis3eJ1lZ\daikuinterior_CqKis3eJ1lZ_1.jpg,cad-3d,0.94
curated\furnitur-detail\2023-03-24_CqKis3eJ1lZ\daikuinterior_CqKis3eJ1lZ_3.jpg,cad-3d,0.9248
curated\furnitur-detail\2023-03-24_CqKis3eJ1lZ\daikuinterior_CqKis3eJ1lZ_4.jpg,cad-3d,0.9917
curated\furnitur-detail\2023-04-07_CquDOW-pkiK\daikuinterior_CquDOW-pkiK_0.jpg,cad-3d,0.9084
curated\furnitur-detail\2023-04-07_CquDOW-pkiK\daikuinterior_CquDOW-pkiK_1.jpg,cad-3d,0.7817
curated\furnitur-detail\2023-04-07_CquDOW-pkiK\daikuinterior_CquDOW-pkiK_2.jpg,cad-3d,0.9517
curated\furnitur-detail\2023-04-11_Cq40NI8u0JJ\daikuinterior_Cq40NI8u0JJ_0.jpg,cad-3d,0.9976
curated\furnitur-detail\2023-04-11_Cq40NI8u0JJ\daikuinterior_Cq40NI8u0JJ_1.jpg,cad-3d,0.9994
curated\furnitur-detail\2023-04-19_CrNqTxKpYA_\daikuinterior_CrNqTxKpYA__1.jpg,cad-3d,0.5822
curated\furnitur-detail\2023-04-19_CrNqTxKpYA_\daikuinterior_CrNqTxKpYA__2.jpg,cad-3d,0.7728
curated\furnitur-detail\2023-05-10_CsDdVTlxLcb\daikuinterior_CsDdVTlxLcb_4.jpg,line-drawing,0.8023
curated\furnitur-detail\2023-05-23_CslQ4n_x4H4\daikuinterior_CslQ4n_x4H4_1.jpg,cad-3d,0.7115
curated\furnitur-detail\2023-06-02_Cs_HexjxA5e\daikuinterior_Cs_HexjxA5e_1.jpg,cad-3d,0.8597
curated\furnitur-detail\2023-08-03_Cvetdlux1dg\daikuinterior_Cvetdlux1dg_3.jpg,cad-3d,0.9288
curated\furnitur-detail\2023-08-03_Cvetdlux1dg\daikuinterior_Cvetdlux1dg_7.jpg,cad-3d,0.7089
curated\furnitur-detail\2023-08-07_CvovLQDRQhO\daikuinterior_CvovLQDRQhO_3.jpg,cad-3d,0.9927
curated\furnitur-detail\2023-08-07_CvovLQDRQhO\daikuinterior_CvovLQDRQhO_4.jpg,cad-3d,0.9718
curated\furnitur-detail\2023-08-09_Cvug4VpRvlK\daikuinterior_Cvug4VpRvlK_2.jpg,cad-3d,0.7458
curated\furnitur-detail\2023-08-09_Cvug4VpRvlK\daikuinterior_Cvug4VpRvlK_4.jpg,cad-3d,0.8461
curated\furnitur-detail\2023-08-09_Cvug4VpRvlK\daikuinterior_Cvug4VpRvlK_8.jpg,cad-3d,0.905
curated\furnitur-detail\2023-08-09_Cvug4VpRvlK\daikuinterior_Cvug4VpRvlK_9.jpg,cad-3d,0.986
curated\furnitur-detail\2023-08-09_Cvug_LHR2zh\daikuinterior_Cvug_LHR2zh_0.jpg,cad-3d,0.9346
curated\furnitur-detail\2023-08-09_Cvug_LHR2zh\daikuinterior_Cvug_LHR2zh_1.jpg,cad-3d,0.9117
curated\furnitur-detail\2023-08-09_Cvug_LHR2zh\daikuinterior_Cvug_LHR2zh_2.jpg,cad-3d,0.6159
curated\furnitur-detail\2023-08-09_Cvug_LHR2zh\daikuinterior_Cvug_LHR2zh_3.jpg,cad-3d,0.905
curated\furnitur-detail\2023-08-09_Cvug_LHR2zh\daikuinterior_Cvug_LHR2zh_4.jpg,cad-3d,0.986
curated\furnitur-detail\2023-08-09_Cvug_LHR2zh\daikuinterior_Cvug_LHR2zh_5.jpg,cad-3d,0.5429
curated\furnitur-detail\2023-08-15_Cv9i1lsRBM2\daikuinterior_Cv9i1lsRBM2_1.jpg,cad-3d,0.5329
curated\furnitur-detail\2023-10-09_CyMlOc6SMBt\daikuinterior_CyMlOc6SMBt_4.jpg,line-drawing,0.6584
curated\furnitur-detail\2023-10-12_CySJlHeRJaK\daikuinterior_CySJlHeRJaK_0.jpg,line-drawing,0.5893
curated\furnitur-detail\2023-10-12_CySJlHeRJaK\daikuinterior_CySJlHeRJaK_1.jpg,cad-3d,0.8473
curated\furnitur-detail\2023-10-12_CySJlHeRJaK\daikuinterior_CySJlHeRJaK_2.jpg,line-drawing,0.6215
curated\furnitur-detail\2023-10-20_CyoxfQMy2f0\daikuinterior_CyoxfQMy2f0_3.jpg,cad-3d,0.5256
curated\furnitur-detail\2023-10-20_CyoxfQMy2f0\daikuinterior_CyoxfQMy2f0_4.jpg,cad-3d,0.5695
curated\furnitur-detail\2023-11-07_CzWICEtRYZZ\daikuinterior_CzWICEtRYZZ_8.jpg,cad-3d,0.8248
curated\furnitur-detail\2023-11-15_CzrxVMYSarG\daikuinterior_CzrxVMYSarG_0.jpg,cad-3d,0.889
curated\furnitur-detail\2023-11-15_CzrxVMYSarG\daikuinterior_CzrxVMYSarG_1.jpg,cad-3d,0.708
curated\furnitur-detail\2023-11-15_CzrxVMYSarG\daikuinterior_CzrxVMYSarG_2.jpg,cad-3d,0.6461
curated\furnitur-detail\2023-11-15_CzrxVMYSarG\daikuinterior_CzrxVMYSarG_4.jpg,cad-3d,0.6851
curated\furnitur-detail\2023-11-23_Cz-3_EdRya7\daikuinterior_Cz-3_EdRya7_3.jpg,cad-3d,0.9903
curated\furnitur-detail\2023-11-28_C0LU8xnRnb3\daikuinterior_C0LU8xnRnb3_2.jpg,cad-3d,0.9979
curated\furnitur-detail\2023-12-19_C1BcT6BR7ez\daikuinterior_C1BcT6BR7ez_0.jpg,cad-3d,0.6556
curated\furnitur-detail\2023-12-24_C1N2Lv3yWvp\daikuinterior_C1N2Lv3yWvp_9.jpg,cad-3d,0.8706
curated\furnitur-detail\2023-12-29_C1a4BMzRTW4\daikuinterior_C1a4BMzRTW4_7.jpg,cad-3d,0.5515
curated\furnitur-detail\2024-01-05_C1s3cVZRajZ\daikuinterior_C1s3cVZRajZ_0.jpg,cad-3d,0.9096
curated\furnitur-detail\2024-01-05_C1s3cVZRajZ\daikuinterior_C1s3cVZRajZ_6.jpg,cad-3d,0.5327
curated\furnitur-detail\2024-01-05_C1s3cVZRajZ\daikuinterior_C1s3cVZRajZ_7.jpg,cad-3d,0.537
curated\furnitur-detail\2024-02-03_C23-TbkxmoL\daikuinterior_C23-TbkxmoL_1.jpg,cad-3d,0.5203
curated\furnitur-detail\2024-02-03_C23-TbkxmoL\daikuinterior_C23-TbkxmoL_2.jpg,cad-3d,0.5434
curated\furnitur-detail\2024-02-03_C23-TbkxmoL\daikuinterior_C23-TbkxmoL_4.jpg,cad-3d,0.6192
curated\furnitur-detail\2024-02-10_C3JltrTRvdT\daikuinterior_C3JltrTRvdT_1.jpg,cad-3d,0.7376
curated\furnitur-detail\2024-02-10_C3JltrTRvdT\daikuinterior_C3JltrTRvdT_2.jpg,cad-3d,0.7574
