post,file,classification,destination_category,confidence,action
2024-02-22_C3pkwPbR2rr,daikuinterior_C3pkwPbR2rr_3.jpg,furnitur-detail,furnitur-detail,0.6675,moved
2024-02-22_C3pkwPbR2rr,daikuinterior_C3pkwPbR2rr_4.jpg,furnitur-detail,furnitur-detail,0.6473,moved
2024-02-22_C3pkwPbR2rr,daikuinterior_C3pkwPbR2rr_5.jpg,furnitur-detail,furnitur-detail,0.6038,moved
2024-02-22_C3plFu2R2Q9,daikuinterior_C3plFu2R2Q9_0.jpg,furnitur-detail,furnitur-detail,0.8707,moved
2024-02-22_C3plFu2R2Q9,daikuinterior_C3plFu2R2Q9_1.jpg,furnitur-detail,furnitur-detail,0.7157,moved
2024-02-22_C3plFu2R2Q9,daikuinterior_C3plFu2R2Q9_2.jpg,furnitur-detail,furnitur-detail,0.8241,moved
2024-02-22_C3plFu2R2Q9,daikuinterior_C3plFu2R2Q9_3.jpg,furnitur-detail,furnitur-detail,0.8325,moved
2024-02-22_C3plR0Dxf9e,daikuinterior_C3plR0Dxf9e_0.jpg,ruang-usaha,ruang-usaha,0.7155,moved
2024-02-22_C3plR0Dxf9e,daikuinterior_C3plR0Dxf9e_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3285,moved
2024-02-22_C3plR0Dxf9e,daikuinterior_C3plR0Dxf9e_2.jpg,kamar-mandi,ruang-usaha,0.6766,moved
2024-02-22_C3plR0Dxf9e,daikuinterior_C3plR0Dxf9e_3.jpg,ruang-usaha,ruang-usaha,0.6361,moved
2024-02-22_C3plR0Dxf9e,daikuinterior_C3plR0Dxf9e_4.jpg,eksterior,ruang-usaha,0.6684,moved
2024-02-22_C3plR0Dxf9e,daikuinterior_C3plR0Dxf9e_5.jpg,ruang-usaha,ruang-usaha,0.5996,moved
2024-02-22_C3plR0Dxf9e,daikuinterior_C3plR0Dxf9e_6.jpg,furnitur-detail,ruang-usaha,0.4193,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_0.jpg,ruang-usaha,furnitur-detail,0.514,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_1.jpg,perlu-ditinjau,perlu-ditinjau,0.2866,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_2.jpg,furnitur-detail,furnitur-detail,0.5106,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_3.jpg,furnitur-detail,furnitur-detail,0.5292,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_4.jpg,perlu-ditinjau,perlu-ditinjau,0.3122,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_5.jpg,furnitur-detail,furnitur-detail,0.5235,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_6.jpg,furnitur-detail,furnitur-detail,0.5634,moved
2024-02-23_C3r01kyRM-I,daikuinterior_C3r01kyRM-I_7.jpg,kamar-mandi,furnitur-detail,0.8775,moved
2024-02-23_C3r0acSRanF,daikuinterior_C3r0acSRanF_0.jpg,ruang-usaha,ruang-usaha,0.992,moved
2024-02-23_C3r0acSRanF,daikuinterior_C3r0acSRanF_1.jpg,ruang-usaha,ruang-usaha,0.9686,moved
2024-02-23_C3r0acSRanF,daikuinterior_C3r0acSRanF_2.jpg,ruang-usaha,ruang-usaha,0.9885,moved
2024-02-23_C3r0acSRanF,daikuinterior_C3r0acSRanF_3.jpg,ruang-usaha,ruang-usaha,0.9875,moved
2024-02-23_C3r0acSRanF,daikuinterior_C3r0acSRanF_4.jpg,ruang-usaha,ruang-usaha,0.9459,moved
2024-02-23_C3r0acSRanF,daikuinterior_C3r0acSRanF_5.jpg,ruang-usaha,ruang-usaha,0.9493,moved
2024-02-23_C3r0acSRanF,daikuinterior_C3r0acSRanF_6.jpg,ruang-usaha,ruang-usaha,0.9854,moved
2024-02-23_C3r0p5DxDGd,daikuinterior_C3r0p5DxDGd_0.jpg,ruang-usaha,ruang-usaha,0.3481,moved
2024-02-23_C3r0p5DxDGd,daikuinterior_C3r0p5DxDGd_1.jpg,furnitur-detail,ruang-usaha,0.4018,moved
2024-02-23_C3r0p5DxDGd,daikuinterior_C3r0p5DxDGd_2.jpg,ruang-usaha,ruang-usaha,0.3938,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_0.jpg,dapur,dapur,0.9041,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_1.jpg,dapur,dapur,0.9174,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_2.jpg,dapur,dapur,0.9294,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_3.jpg,dapur,dapur,0.9347,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_4.jpg,dapur,dapur,0.7237,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_5.jpg,dapur,dapur,0.831,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_6.jpg,dapur,dapur,0.8867,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_7.jpg,dapur,dapur,0.6346,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_8.jpg,dapur,dapur,0.8153,moved
2024-02-23_C3r0u4nRr-O,daikuinterior_C3r0u4nRr-O_9.jpg,kamar-mandi,dapur,0.4892,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_0.jpg,foto-orang,foto-orang,0.485,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_1.jpg,foto-orang,foto-orang,0.5402,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_2.jpg,foto-orang,foto-orang,0.907,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_3.jpg,foto-orang,foto-orang,0.8351,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_4.jpg,foto-orang,foto-orang,0.7491,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_5.jpg,foto-orang,foto-orang,0.743,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_6.jpg,foto-orang,foto-orang,0.5061,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_7.jpg,foto-orang,foto-orang,0.7491,moved
2024-02-23_C3r0VhuxfnG,daikuinterior_C3r0VhuxfnG_8.jpg,foto-orang,foto-orang,0.6084,moved
2024-02-23_C3r1G1xxP55,daikuinterior_C3r1G1xxP55_0.jpg,furnitur-detail,furnitur-detail,0.3873,moved
2024-02-23_C3r1G1xxP55,daikuinterior_C3r1G1xxP55_1.jpg,dapur,furnitur-detail,0.4797,moved
2024-02-23_C3r1G1xxP55,daikuinterior_C3r1G1xxP55_2.jpg,kamar-mandi,furnitur-detail,0.9238,moved
2024-02-23_C3r1ShmxLE8,daikuinterior_C3r1ShmxLE8_0.jpg,eksterior,eksterior,0.9273,moved
2024-02-23_C3r1ShmxLE8,daikuinterior_C3r1ShmxLE8_1.jpg,ruang-usaha,eksterior,0.3754,moved
2024-02-23_C3rEZ6sxd2n,daikuinterior_C3rEZ6sxd2n_0.jpg,perlu-ditinjau,perlu-ditinjau,0.2739,moved
2024-02-23_C3rEZ6sxd2n,daikuinterior_C3rEZ6sxd2n_1.jpg,furnitur-detail,furnitur-detail,0.4079,moved
2024-02-23_C3rEZ6sxd2n,daikuinterior_C3rEZ6sxd2n_2.jpg,furnitur-detail,furnitur-detail,0.4959,moved
2024-02-23_C3rpmI-RR45,daikuinterior_C3rpmI-RR45_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3169,moved
2024-02-23_C3rpmI-RR45,daikuinterior_C3rpmI-RR45_1.jpg,promosi,promosi,0.6951,moved
2024-02-23_C3rpmI-RR45,daikuinterior_C3rpmI-RR45_2.jpg,ruang-usaha,ruang-usaha,0.4593,moved
2024-02-23_C3rpmI-RR45,daikuinterior_C3rpmI-RR45_3.jpg,promosi,promosi,0.8402,moved
2024-02-23_C3rpmI-RR45,daikuinterior_C3rpmI-RR45_4.jpg,ruang-usaha,ruang-usaha,0.5089,moved
2024-02-23_C3rvbPgxxBQ,daikuinterior_C3rvbPgxxBQ_0.jpg,furnitur-detail,furnitur-detail,0.6334,moved
2024-02-23_C3rvbPgxxBQ,daikuinterior_C3rvbPgxxBQ_1.jpg,furnitur-detail,furnitur-detail,0.7953,moved
2024-02-23_C3rvbPgxxBQ,daikuinterior_C3rvbPgxxBQ_2.jpg,furnitur-detail,furnitur-detail,0.8182,moved
2024-02-23_C3rvbPgxxBQ,daikuinterior_C3rvbPgxxBQ_3.jpg,furnitur-detail,furnitur-detail,0.9124,moved
2024-02-23_C3rvbPgxxBQ,daikuinterior_C3rvbPgxxBQ_4.jpg,furnitur-detail,furnitur-detail,0.9309,moved
2024-02-23_C3rvbPgxxBQ,daikuinterior_C3rvbPgxxBQ_5.jpg,furnitur-detail,furnitur-detail,0.6906,moved
2024-02-23_C3rvbPgxxBQ,daikuinterior_C3rvbPgxxBQ_6.jpg,furnitur-detail,furnitur-detail,0.8215,moved
2024-02-23_C3rvKxjx70b,daikuinterior_C3rvKxjx70b_0.jpg,kamar-tidur,kamar-tidur,0.525,moved
2024-02-23_C3rvKxjx70b,daikuinterior_C3rvKxjx70b_1.jpg,kamar-tidur,kamar-tidur,0.6714,moved
2024-02-23_C3rvKxjx70b,daikuinterior_C3rvKxjx70b_2.jpg,kamar-tidur,kamar-tidur,0.4462,moved
2024-02-23_C3rvKxjx70b,daikuinterior_C3rvKxjx70b_3.jpg,kamar-tidur,kamar-tidur,0.6029,moved
2024-02-23_C3rvKxjx70b,daikuinterior_C3rvKxjx70b_4.jpg,kamar-mandi,kamar-tidur,0.8282,moved
2024-02-23_C3rvR-GxMz5,daikuinterior_C3rvR-GxMz5_0.jpg,furnitur-detail,ruang-usaha,0.5039,moved
2024-02-23_C3rvR-GxMz5,daikuinterior_C3rvR-GxMz5_1.jpg,ruang-usaha,ruang-usaha,0.4404,moved
2024-02-23_C3rvR-GxMz5,daikuinterior_C3rvR-GxMz5_2.jpg,ruang-usaha,ruang-usaha,0.4885,moved
2024-02-23_C3ryx3QRHzh,daikuinterior_C3ryx3QRHzh_0.jpg,kamar-mandi,kamar-mandi,0.4253,moved
2024-02-23_C3ryx3QRHzh,daikuinterior_C3ryx3QRHzh_1.jpg,furnitur-detail,kamar-mandi,0.5203,moved
2024-02-23_C3ryx3QRHzh,daikuinterior_C3ryx3QRHzh_2.jpg,furnitur-detail,kamar-mandi,0.5101,moved
2024-02-23_C3ryx3QRHzh,daikuinterior_C3ryx3QRHzh_3.jpg,kamar-mandi,kamar-mandi,0.8648,moved
2024-02-23_C3rzDA1Ruwj,daikuinterior_C3rzDA1Ruwj_0.jpg,kamar-tidur,kamar-tidur,0.4924,moved
2024-02-23_C3rzDA1Ruwj,daikuinterior_C3rzDA1Ruwj_1.jpg,furnitur-detail,kamar-tidur,0.5081,moved
2024-02-23_C3rzDA1Ruwj,daikuinterior_C3rzDA1Ruwj_2.jpg,kamar-tidur,kamar-tidur,0.8683,moved
2024-02-23_C3rzDA1Ruwj,daikuinterior_C3rzDA1Ruwj_3.jpg,kamar-tidur,kamar-tidur,0.8425,moved
2024-02-23_C3rzDA1Ruwj,daikuinterior_C3rzDA1Ruwj_4.jpg,furnitur-detail,kamar-tidur,0.4939,moved
2024-02-23_C3rzDA1Ruwj,daikuinterior_C3rzDA1Ruwj_5.jpg,kamar-tidur,kamar-tidur,0.5308,moved
2024-02-23_C3rzDA1Ruwj,daikuinterior_C3rzDA1Ruwj_6.jpg,ruang-keluarga,kamar-tidur,0.6518,moved
2024-02-24_C3uJHJaxy8Q,daikuinterior_C3uJHJaxy8Q_0.jpg,eksterior,eksterior,0.3961,moved
2024-02-24_C3uJHJaxy8Q,daikuinterior_C3uJHJaxy8Q_1.jpg,promosi,promosi,0.6362,moved
2024-02-24_C3uJHJaxy8Q,daikuinterior_C3uJHJaxy8Q_2.jpg,ruang-usaha,eksterior,0.461,moved
2024-02-24_C3uJHJaxy8Q,daikuinterior_C3uJHJaxy8Q_3.jpg,eksterior,eksterior,0.6271,moved
2024-02-24_C3uJHJaxy8Q,daikuinterior_C3uJHJaxy8Q_4.jpg,eksterior,eksterior,0.7351,moved
2024-02-24_C3uJHJaxy8Q,daikuinterior_C3uJHJaxy8Q_5.jpg,furnitur-detail,eksterior,0.6681,moved
2024-02-24_C3uJHJaxy8Q,daikuinterior_C3uJHJaxy8Q_6.jpg,furnitur-detail,eksterior,0.6297,moved
2024-02-25_C3w0WkeR6dX,daikuinterior_C3w0WkeR6dX_0.jpg,furnitur-detail,furnitur-detail,0.5731,moved
2024-02-25_C3w0WkeR6dX,daikuinterior_C3w0WkeR6dX_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3673,moved
2024-02-25_C3w0WkeR6dX,daikuinterior_C3w0WkeR6dX_2.jpg,furnitur-detail,furnitur-detail,0.4626,moved
2024-02-25_C3w0WkeR6dX,daikuinterior_C3w0WkeR6dX_3.jpg,furnitur-detail,furnitur-detail,0.6564,moved
2024-02-25_C3xTaF3xp4j,daikuinterior_C3xTaF3xp4j_0.jpg,dapur,dapur,0.8984,moved
2024-02-25_C3xTaF3xp4j,daikuinterior_C3xTaF3xp4j_1.jpg,dapur,dapur,0.7943,moved
2024-02-25_C3xTaF3xp4j,daikuinterior_C3xTaF3xp4j_2.jpg,dapur,dapur,0.9316,moved
2024-02-25_C3xTaF3xp4j,daikuinterior_C3xTaF3xp4j_3.jpg,dapur,dapur,0.8499,moved
2024-02-25_C3xTaF3xp4j,daikuinterior_C3xTaF3xp4j_4.jpg,dapur,dapur,0.9576,moved
2024-02-25_C3xTaF3xp4j,daikuinterior_C3xTaF3xp4j_5.jpg,dapur,dapur,0.7768,moved
2024-02-25_C3xTaF3xp4j,daikuinterior_C3xTaF3xp4j_6.jpg,dapur,dapur,0.8823,moved
2024-02-25_C3xTd4NRoNT,daikuinterior_C3xTd4NRoNT_0.jpg,ruang-usaha,ruang-usaha,0.6706,moved
2024-02-25_C3xTd4NRoNT,daikuinterior_C3xTd4NRoNT_1.jpg,ruang-usaha,ruang-usaha,0.7759,moved
2024-02-25_C3xTd4NRoNT,daikuinterior_C3xTd4NRoNT_2.jpg,dapur,ruang-usaha,0.3509,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_0.jpg,ruang-usaha,ruang-usaha,0.9952,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_1.jpg,ruang-usaha,ruang-usaha,0.9925,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_2.jpg,ruang-usaha,ruang-usaha,0.9951,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_3.jpg,dapur,ruang-usaha,0.7919,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_4.jpg,ruang-usaha,ruang-usaha,0.9931,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_5.jpg,dapur,ruang-usaha,0.7419,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_6.jpg,ruang-usaha,ruang-usaha,0.9915,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_7.jpg,ruang-usaha,ruang-usaha,0.6982,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_8.jpg,ruang-usaha,ruang-usaha,0.7516,moved
2024-02-26_C3y7T8RROaC,daikuinterior_C3y7T8RROaC_9.jpg,furnitur-detail,ruang-usaha,0.5549,moved
2024-02-26_C3z-5KWxGMB,daikuinterior_C3z-5KWxGMB_0.jpg,furnitur-detail,furnitur-detail,0.4951,moved
2024-02-26_C3z-5KWxGMB,daikuinterior_C3z-5KWxGMB_1.jpg,perlu-ditinjau,perlu-ditinjau,0.279,moved
2024-02-26_C3z-5KWxGMB,daikuinterior_C3z-5KWxGMB_2.jpg,furnitur-detail,furnitur-detail,0.4065,moved
2024-02-26_C3z-E1gRN2_,daikuinterior_C3z-E1gRN2__0.jpg,furnitur-detail,furnitur-detail,0.6934,moved
2024-02-26_C3z-E1gRN2_,daikuinterior_C3z-E1gRN2__1.jpg,furnitur-detail,furnitur-detail,0.7824,moved
2024-02-26_C3z-E1gRN2_,daikuinterior_C3z-E1gRN2__2.jpg,furnitur-detail,furnitur-detail,0.4245,moved
2024-02-26_C3z-E1gRN2_,daikuinterior_C3z-E1gRN2__3.jpg,furnitur-detail,furnitur-detail,0.5212,moved
2024-02-26_C3z-L6jRvgw,daikuinterior_C3z-L6jRvgw_0.jpg,furnitur-detail,furnitur-detail,0.5766,moved
2024-02-26_C3z-L6jRvgw,daikuinterior_C3z-L6jRvgw_1.jpg,ruang-keluarga,furnitur-detail,0.6688,moved
2024-02-26_C3z-na9Rrno,daikuinterior_C3z-na9Rrno_0.jpg,kamar-mandi,kamar-mandi,0.8744,moved
2024-02-26_C3z-na9Rrno,daikuinterior_C3z-na9Rrno_1.jpg,kamar-tidur,kamar-mandi,0.6556,moved
2024-02-26_C3z-na9Rrno,daikuinterior_C3z-na9Rrno_2.jpg,furnitur-detail,kamar-mandi,0.3637,moved
2024-02-26_C3z-RU7x_77,daikuinterior_C3z-RU7x_77_0.jpg,ruang-usaha,ruang-usaha,0.4138,moved
2024-02-26_C3z-RU7x_77,daikuinterior_C3z-RU7x_77_1.jpg,furnitur-detail,ruang-usaha,0.5106,moved
2024-02-26_C3z-wtqR2yk,daikuinterior_C3z-wtqR2yk_0.jpg,ruang-keluarga,ruang-keluarga,0.6439,moved
2024-02-26_C3z-wtqR2yk,daikuinterior_C3z-wtqR2yk_1.jpg,furnitur-detail,ruang-keluarga,0.4065,moved
2024-02-26_C3z-wtqR2yk,daikuinterior_C3z-wtqR2yk_2.jpg,furnitur-detail,ruang-keluarga,0.5343,moved
2024-02-26_C3z-wtqR2yk,daikuinterior_C3z-wtqR2yk_3.jpg,ruang-keluarga,ruang-keluarga,0.4947,moved
2024-02-26_C3z-ZE7xllE,daikuinterior_C3z-ZE7xllE_0.jpg,dapur,dapur,0.6923,moved
2024-02-26_C3z-ZE7xllE,daikuinterior_C3z-ZE7xllE_1.jpg,ruang-usaha,dapur,0.3646,moved
2024-02-26_C3z9-QARFt8,daikuinterior_C3z9-QARFt8_0.jpg,dapur,dapur,0.7366,moved
2024-02-26_C3z9-QARFt8,daikuinterior_C3z9-QARFt8_1.jpg,dapur,dapur,0.8106,moved
2024-02-26_C3z9-QARFt8,daikuinterior_C3z9-QARFt8_2.jpg,dapur,dapur,0.8857,moved
2024-02-26_C3z9-QARFt8,daikuinterior_C3z9-QARFt8_3.jpg,dapur,dapur,0.9108,moved
2024-02-26_C3z_AVoR59o,daikuinterior_C3z_AVoR59o_0.jpg,ruang-usaha,kamar-mandi,0.7746,moved
2024-02-26_C3z_AVoR59o,daikuinterior_C3z_AVoR59o_1.jpg,kamar-mandi,kamar-mandi,0.9355,moved
2024-02-26_C3z_AVoR59o,daikuinterior_C3z_AVoR59o_2.jpg,kamar-mandi,kamar-mandi,0.7427,moved
2024-02-26_C3z_AVoR59o,daikuinterior_C3z_AVoR59o_3.jpg,kamar-mandi,kamar-mandi,0.715,moved
2024-02-26_C3z_AVoR59o,daikuinterior_C3z_AVoR59o_4.jpg,kamar-mandi,kamar-mandi,0.7579,moved
2024-02-26_C3z_HKbRTbl,daikuinterior_C3z_HKbRTbl_0.jpg,ruang-usaha,kamar-mandi,0.7746,moved
2024-02-26_C3z_HKbRTbl,daikuinterior_C3z_HKbRTbl_1.jpg,kamar-mandi,kamar-mandi,0.8226,moved
2024-02-26_C3z_HKbRTbl,daikuinterior_C3z_HKbRTbl_2.jpg,kamar-mandi,kamar-mandi,0.8579,moved
2024-02-26_C3z_HKbRTbl,daikuinterior_C3z_HKbRTbl_3.jpg,kamar-mandi,kamar-mandi,0.4603,moved
2024-02-26_C3z_HKbRTbl,daikuinterior_C3z_HKbRTbl_4.jpg,kamar-mandi,kamar-mandi,0.8273,moved
2024-02-26_C3z_Vd0RXx6,daikuinterior_C3z_Vd0RXx6_0.jpg,ruang-usaha,ruang-usaha,0.8251,moved
2024-02-27_C317Y3BRGFK,daikuinterior_C317Y3BRGFK_0.jpg,furnitur-detail,furnitur-detail,0.6449,moved
2024-02-27_C317Y3BRGFK,daikuinterior_C317Y3BRGFK_1.jpg,furnitur-detail,furnitur-detail,0.671,moved
2024-02-27_C317Y3BRGFK,daikuinterior_C317Y3BRGFK_2.jpg,ruang-usaha,furnitur-detail,0.7524,moved
2024-02-27_C317Y3BRGFK,daikuinterior_C317Y3BRGFK_3.jpg,furnitur-detail,furnitur-detail,0.5539,moved
2024-02-27_C317Y3BRGFK,daikuinterior_C317Y3BRGFK_4.jpg,furnitur-detail,furnitur-detail,0.5192,moved
2024-02-27_C31U5yLxenI,daikuinterior_C31U5yLxenI_0.jpg,furnitur-detail,furnitur-detail,0.6488,moved
2024-02-27_C31U5yLxenI,daikuinterior_C31U5yLxenI_1.jpg,furnitur-detail,furnitur-detail,0.8733,moved
2024-02-27_C31U5yLxenI,daikuinterior_C31U5yLxenI_2.jpg,furnitur-detail,furnitur-detail,0.6206,moved
2024-02-27_C31U5yLxenI,daikuinterior_C31U5yLxenI_3.jpg,ruang-usaha,furnitur-detail,0.5364,moved
2024-02-27_C31U5yLxenI,daikuinterior_C31U5yLxenI_4.jpg,furnitur-detail,furnitur-detail,0.6573,moved
2024-02-27_C31U5yLxenI,daikuinterior_C31U5yLxenI_5.jpg,furnitur-detail,furnitur-detail,0.7325,moved
2024-02-27_C31U5yLxenI,daikuinterior_C31U5yLxenI_6.jpg,furnitur-detail,furnitur-detail,0.5577,moved
2024-02-27_C31w598xEVo,daikuinterior_C31w598xEVo_0.jpg,kamar-mandi,kamar-mandi,0.3972,moved
2024-02-27_C31w598xEVo,daikuinterior_C31w598xEVo_1.jpg,dapur,kamar-mandi,0.6663,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_0.jpg,kamar-mandi,furnitur-detail,0.5347,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_1.jpg,furnitur-detail,furnitur-detail,0.5778,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_2.jpg,furnitur-detail,furnitur-detail,0.5687,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_3.jpg,furnitur-detail,furnitur-detail,0.5688,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_4.jpg,perlu-ditinjau,perlu-ditinjau,0.282,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_5.jpg,furnitur-detail,furnitur-detail,0.6126,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_6.jpg,ruang-usaha,furnitur-detail,0.6117,moved
2024-02-27_C32B0lVxjPg,daikuinterior_C32B0lVxjPg_7.jpg,ruang-usaha,furnitur-detail,0.5274,moved
2024-02-27_C32M-y2xNQB,daikuinterior_C32M-y2xNQB_0.jpg,kamar-mandi,kamar-mandi,0.6588,moved
2024-02-27_C32M-y2xNQB,daikuinterior_C32M-y2xNQB_1.jpg,ruang-keluarga,kamar-mandi,0.5667,moved
2024-02-27_C32M-y2xNQB,daikuinterior_C32M-y2xNQB_2.jpg,furnitur-detail,kamar-mandi,0.4749,moved
2024-02-28_C33-pEdxixl,daikuinterior_C33-pEdxixl_0.jpg,dapur,dapur,0.9465,moved
2024-02-28_C33-pEdxixl,daikuinterior_C33-pEdxixl_1.jpg,dapur,dapur,0.9439,moved
2024-02-28_C33-pEdxixl,daikuinterior_C33-pEdxixl_2.jpg,dapur,dapur,0.8043,moved
2024-02-28_C34A8llxFFK,daikuinterior_C34A8llxFFK_0.jpg,dapur,dapur,0.8041,moved
2024-02-28_C34A8llxFFK,daikuinterior_C34A8llxFFK_1.jpg,dapur,dapur,0.9533,moved
2024-02-28_C34A8llxFFK,daikuinterior_C34A8llxFFK_2.jpg,dapur,dapur,0.8431,moved
2024-02-28_C34AbwoxjON,daikuinterior_C34AbwoxjON_0.jpg,furnitur-detail,furnitur-detail,0.5615,moved
2024-02-28_C34AbwoxjON,daikuinterior_C34AbwoxjON_1.jpg,furnitur-detail,furnitur-detail,0.5626,moved
2024-02-28_C34AbwoxjON,daikuinterior_C34AbwoxjON_2.jpg,kamar-mandi,furnitur-detail,0.8664,moved
2024-02-28_C34AbwoxjON,daikuinterior_C34AbwoxjON_3.jpg,furnitur-detail,furnitur-detail,0.4531,moved
2024-02-28_C34AbwoxjON,daikuinterior_C34AbwoxjON_4.jpg,furnitur-detail,furnitur-detail,0.6349,moved
2024-02-28_C34AbwoxjON,daikuinterior_C34AbwoxjON_5.jpg,perlu-ditinjau,perlu-ditinjau,0.7177,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_0.jpg,kamar-tidur,furnitur-detail,0.8168,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_1.jpg,kamar-tidur,furnitur-detail,0.7969,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_2.jpg,furnitur-detail,furnitur-detail,0.7008,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_3.jpg,furnitur-detail,furnitur-detail,0.767,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_4.jpg,ruang-usaha,furnitur-detail,0.5938,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_5.jpg,furnitur-detail,furnitur-detail,0.8592,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_6.jpg,furnitur-detail,furnitur-detail,0.6527,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_7.jpg,furnitur-detail,furnitur-detail,0.7907,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_8.jpg,furnitur-detail,furnitur-detail,0.4498,moved
2024-02-28_C34arwdxzPr,daikuinterior_C34arwdxzPr_9.jpg,furnitur-detail,furnitur-detail,0.6786,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_0.jpg,furnitur-detail,dapur,0.4644,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_1.jpg,furnitur-detail,dapur,0.4158,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_2.jpg,dapur,dapur,0.8969,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_3.jpg,dapur,dapur,0.642,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_4.jpg,ruang-usaha,dapur,0.5328,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_5.jpg,ruang-usaha,dapur,0.3834,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_6.jpg,kamar-mandi,dapur,0.655,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_7.jpg,dapur,dapur,0.4716,moved
2024-02-28_C34Kb0Wxppr,daikuinterior_C34Kb0Wxppr_8.jpg,perlu-ditinjau,perlu-ditinjau,0.2654,moved
2024-02-28_C34LhOBR170,daikuinterior_C34LhOBR170_0.jpg,kamar-mandi,kamar-mandi,0.8244,moved
2024-02-28_C34LhOBR170,daikuinterior_C34LhOBR170_1.jpg,kamar-mandi,kamar-mandi,0.8436,moved
